macro_f1,accuracy,recall_normal,precision_normal,recall_watch,precision_watch,recall_alert,precision_alert,params,train_windows,val_loss,variant,seed,train_counts
0.6778371629747587,0.8366445916114791,0.8397328881469115,0.9901574803149606,0.7875,0.26582278481012656,0.8395061728395061,0.6415094339622641,2667,4080,0.5119348168373108,baseline,0,"{'normal': 3596, 'watch': 242, 'alert': 242}"
0.6564613730116692,0.8160412067696836,0.8171953255425709,0.9908906882591093,0.7875,0.24045801526717558,0.8271604938271605,0.6146788990825688,2667,4080,0.5213177800178528,baseline,1,"{'normal': 3596, 'watch': 242, 'alert': 242}"
0.682855958397754,0.8432671081677704,0.8472454090150251,0.9902439024390244,0.775,0.2743362831858407,0.8518518518518519,0.6388888888888888,2667,4080,0.4841955602169037,baseline,2,"{'normal': 3596, 'watch': 242, 'alert': 242}"
0.6912092312671598,0.8734363502575423,0.8956594323873122,0.9799086757990868,0.725,0.31351351351351353,0.691358024691358,0.7088607594936709,2667,7222,0.35096263885498047,leak-free augmentation,0,"{'normal': 3596, 'watch': 1782, 'alert': 1844}"
0.7451941873271034,0.8955114054451803,0.9073455759599333,0.9846014492753623,0.7375,0.37579617834394907,0.8765432098765432,0.7244897959183674,2667,7222,0.31222638487815857,leak-free augmentation,1,"{'normal': 3596, 'watch': 1782, 'alert': 1844}"
0.7525690923361018,0.9109639440765268,0.9298831385642737,0.9849690539345711,0.775,0.43661971830985913,0.7654320987654321,0.7209302325581395,2667,7222,0.3193593919277191,leak-free augmentation,2,"{'normal': 3596, 'watch': 1782, 'alert': 1844}"
0.7307536919128155,0.9072847682119205,0.9365609348914858,0.9731136166522116,0.65,0.4126984126984127,0.7283950617283951,0.7375,2667,13329,0.2439778596162796,LEAKY augmentation,0,"{'normal': 3596, 'watch': 4750, 'alert': 4983}"
0.6935839637661007,0.8675496688741722,0.8848080133555927,0.9805735430157262,0.7125,0.30319148936170215,0.7654320987654321,0.6888888888888889,2667,13329,0.32850199937820435,LEAKY augmentation,1,"{'normal': 3596, 'watch': 4750, 'alert': 4983}"
0.7749148843139574,0.9205298013245033,0.9398998330550918,0.9834061135371179,0.75,0.45454545454545453,0.8024691358024691,0.7926829268292683,2667,13329,0.21464964747428894,LEAKY augmentation,2,"{'normal': 3596, 'watch': 4750, 'alert': 4983}"
